_id,keywords
{ "$oid" : "515edf9ddcd7f3713e000087" }," forex market indic rate major currenc open market april 3 2013 forex rate currenc buy sell 04 04 2013 dollar 84 7583 84 9556 84 8569 04 04 2013 stg pound 127 8854 128 1971 128 0410 04 04 2013 euro 108 7105 108 9911 108 8510 04 04 2013 sa rand 9 1637 9 1895 9 1766 04 04 2013 kes ush 30 4865 30 6754 30 5810 04 04 2013 kes tshs 19 0217 19 1840 19 1028 04 04 2013 kes rwf 7 4156 7 5273 7 4715 04 04 2013 kes bif 18 2566 18 8890 18 5728 04 04 2013 ae dirham 23 0754 23 1304 23 1029 04 04 2013 83 4312 83 6551 83 5432 04 04 2013 franc 89 4752 89 7071 89 5912 04 04 2013 jpi 100 89 4099 89 7849 89 5974 04 04 2013 sw kroner 13 0072 13 0408 13 0240 04 04 2013 kroner 14 5549 14 5967 14 5758 04 04 2013 dan kroner 14 5971 14 6344 14 6158 04 04 2013 ind rupe 1 5510 1 5542 1 5526 04 04 2013 hongkong dollar 10 9195 10 9463 10 9329 04 04 2013 singapor dollar 68 3811 68 5457 68 4634 04 04 2013 saudi riyal 22 6004 22 6536 22 6270 04 04 2013 chines yuan 13 6663 13 7003 13 6833 04 04 2013 australian 88 5386 88 7531 88 6458"
{ "$oid" : "515edf9ddcd7f3713e000088" }," uhuru join africa top 10 tweet politician sooner uhuru kenyatta declar winner month general elect updat ukenyatta twitter handl read presid elect republ kenya"
{ "$oid" : "515edf9ddcd7f3713e000089" }," polici key deploy healthcar technolog health ecosystem kenya face uniqu challeng build technolog base busi address vertic"
{ "$oid" : "515edf9ddcd7f3713e00008a" }," digit system improv servic deliveri farmer ministri agricultur digit move increas product heighten food secur"
{ "$oid" : "515edf9ddcd7f3713e00008b" }," philanthropist cut cost digit learn school remot area nyahururu janet wanjiku form three student glu comput screen check onlin content lesson"
{ "$oid" : "515edf9ddcd7f3713e00008c" }," counti assembl member chide governor murang counti governor face uphil task reconcil counti assembl member evid fallen"
{ "$oid" : "515edf9ddcd7f3713e00008d" }," kenya deni procur unapprov hiv test kit ministri public health sanit thursday dismiss report procur hiv test kit approv health organ"
{ "$oid" : "515edf9fdcd7f3713e00008e" }," trawler men reuter photograph dylan martinez spent day busi fish port whitbi 200 peopl employ fish fleet boat thing good locker remain trawler men area combin crippl fish quota climat chang overfish crush local fish industri global warm expand fish habitat northward caus fish stock disappear week boat return sea empti net atmospher dour school fish reappear unpredict bumper catch jubil quota forc fishermen dump excess catch sea avoid hefti fine scenario echo histor fish area globe includ england paula nelson 30 photo total seagul fli coast whitbi aboard whitbi rose north sea northern england februari 28 2013 whitbi busi fish port 200 peopl employ fish industri dylan martinez reuter nbsp nbsp nbsp nbsp"
{ "$oid" : "515edf9fdcd7f3713e00008f" }," daili life march 2013 edit daili life share imag india nigeria spain venezuela itali nepal south africa lloyd young 39 photo total indian pray statu hindu god shiva sunset sangam confluenc gang yamuna mythic saraswati allahabad india march 17 rajesh kumar singh associ press"
{ "$oid" : "515edf9fdcd7f3713e000090" }," holi celebr 2013 hindu festiv holi celebr spring festiv color mark event hindu mytholog photograph visual feast holi fall full moon day lunar month phalguna march 27 year joyous ritual intens color light emot energi combin surreal vision spiritu enjoy leann burden seidel 36 photo total boy spray color foam holi celebr lane bankey bihari templ vrindavan northern indian state uttar pradesh march 26 2013 adnan abidi reuter"
{ "$oid" : "515edf9fdcd7f3713e000091" }," syria collect imag associ press transmit collect imag syrian conflict remain incred danger situat work journalist document ongo conflict condit live constant danger constant risk continu die belief hope peac will countri eventu imag follow storytel intim worth paula nelson 32 photo total syrian rebel fighter belong liwa al tawhid unit karmal jabl neighborhood day intens clash rebel fighter syrian armi aleppo syria oct 25 2012 narciso contrera associ press"
{ "$oid" : "515edf9fdcd7f3713e000092" }," simul mar earth scientist unit state morocco studi human be live mar reuter photograph jim urquhart spent time utah desert mar desert station observ crew simul condit red planet research austrian space forum partnership ibn battuta center spent time northern sahara conduct experi engin planetari surfac oper astrobiolog geophys lloyd young 27 photo total matt cross left rover engin han van woud center map research health safeti offic melissa battler geologist command crew 125 euromoonmar mission mar desert station mdrs wait airlock simul spacesuit ventur collect geolog sampl utah desert march 2 mdrs aim investig feasibl human explor mar utah desert mar terrain simul work condit red planet scientist student enthusiast work develop field tactic studi terrain outdoor explor wear simul spacesuit carri air suppli pack crew live small communic base limit amount electr food oxygen water need surviv produc fix replac site jim urquhart reuter"
{ "$oid" : "515edf9fdcd7f3713e000093" }," soldier eye rediscov pictur vietnam charli haughey draft armi octob 1967 24 colleg michigan run money quit school work sheet metal factori draft notic meant serv tour duti vietnam design rifleman basic field posit armi 63 day vietnam photograph shoot photograph armi newspap instruct colonel combat photograph moral oper pictur guy paper job honor vietnam shot 2 000 imag march 1968 1969 negat sat sight mind 45 year chanc meet brought dormanc digit scanner difficult haughey view imag talk know fate subject photo digit hit 1 700 negat scan haughey slideshow view didn sleep three day slowli better deal emot impact imag time decad team volunt work haughey plan 28 imag titl weather walk open april 5th adx art galleri portland oregon difficulti keep note war zone passag decad fade detail imag caption reflect fact shot unknown peopl forgotten locat unspecifi time hope public pictur yield imag collect will releas project progress follow progress facebook tumblr chieu hoi project volunt kris regentin prepar introduct accompani caption lane turner 46 photo total bow head truck soldier locat unidentifi charli respons photo uncommon find head bow moment head come interest flak jacket precaut side fenc m16 steel pot flak jacket prayer"
{ "$oid" : "515edf9fdcd7f3713e000094" }," smithsonian magazin 2012 photographi contest 50 finalist smithsonian magazin 10th annual photo contest 50 finalist chosen time vote reader choic winner year competit drawn 37 600 entri photograph 112 countri editor will choos grand prize winner winner categori includ natur americana peopl travel alter imag vote will open march 29 2013 paula nelson 22 photo total natur onlook wit annular solar eclips sun set 20 2012 albuquerqu mexico 2012 colleen pinski peyton colorado smithsonian"
{ "$oid" : "515edf9fdcd7f3713e000095" }," pope franci inaugur mass pope franci offici 266th leader roman cathol church 1 2 billion worldwid follow yesterday formal instal mass st peter squar formal cardin jorg mario bergoglio 76 year argentinean european pope 1 200 year south america mass attend estim 150 000 200 000 peopl franci pledg serv poorest weakest strike tone humil mark day elect lloyd young 24 photo total pope franci wave crowd arriv popemobil inaugur mass st peter squar march 19 vatican citi vatican mass held front expect crowd 200 000 pilgrim faith fill squar cardin bueno air offici role pontiff joe raedl getti imag"
{ "$oid" : "515edf9fdcd7f3713e000096" }," water day 2013 twenti year ago unit nation recogn march 22 water day year theme water cooper photograph cooper precious resourc great enjoy plenti suffer drought collect imag water approach annual water day lane turner 36 photo total water drip icicl oud gracht canal utrecht januari 25 2013 michael kooren reuter"
{ "$oid" : "515edf9fdcd7f3713e000097" }," photograph journey insid iran zealand photograph amo chappl three visit islam republ iran decemb 2011 januari 2013 chappl amaz differ western percept countri ground travel met insid iran sens surpris govern continu anti western campaign chappl explain popular sentiment long fade iranian chappl describ constant embarrass ordinari iranian time spent receiv goodwil decenc stand clear contrast experi middl eastern countri sampl chappl imag featur post paula nelson caption provid photograph imag copyright 25 photo total palangan villag mountain iraq border palangan illustr countri rural settlement benefit handsom govern support villag employ nearbi fish farm paid member basij remit includ prevent westoxif preserv 1979 islam revolut leader ayatollah khomeini stood includ strict rule femal cloth male femal interact amo chappl"
{ "$oid" : "515edf9fdcd7f3713e000098" }," iditarod trail sled dog race 2013 41st iditarod trail sled dog race yesterday nome alaska mitch seavey 53 team ten dog oldest musher win 1 000 mile race alaskan wilder 9 day 7 hour year son dalla youngest winner 25 win includ 50 000 truck race remak freight rout nome pay tribut role sled dog play settlement alaska lloyd young 31 photo total gerald sousa team charg trail start iditarod trail sled dog race willow alaska march 3 willow race run 1000 mile cross state nome nathaniel wilder reuter"
{ "$oid" : "515edf9fdcd7f3713e000099" }," shorelin shorelin sea lake river dynam interfac civil natur exert power draw transit space hold beauti carri risk zone embrac battl environ exist shorelin food recreat breed ground commerc peac primal fear third largest citi lie low elev coastal area vulner sea rise popul trend increas dwell urban area gather imag explor attract water edg lane turner 46 photo total christian tio philippin freestyl day three kta bintan argo beach resort februari 23 2013 bintan island indonesia xaum ollero getti imag"
{ "$oid" : "515edf9fdcd7f3713e00009a" }," kenya await elect million kenyan pour poll station march 4 cast ballot crucial presidenti elect voter turnout tremend start hour dawn line voter stretch mile long voter wait hour feet hot sun cast ballot presidenti elect 2007 usher month tribal violenc kill 1 000 peopl displac 600 000 home elect offici kenya count ballot hand abandon electron tabul system quarter vote count uhuru kenyatta scion polit famili accus intern crimin court financ death squad held command lead 55 percent 41 percent second place candid raila odinga kenya prime minist elect observ caution preliminari repres countrywid vote kenyan await paula nelson 40 photo total kenyan soldier exit st theresa girl school poll count station preliminari trickl general elect mathar area nairobi kenya march 6 2013 kenya monday held presidenti elect 2007 vote usher month tribal violenc kill 1 000 peopl displac 600 000 home jerom delay associ press"
{ "$oid" : "515edf9fdcd7f3713e00009b" }," daili life februari 2013 edit daili life share imag iraq israel burma germani china pakistan serbia lloyd young 37 photo total tommi edmond agn hill danc floor valentin day danc senior center knoxvill tenn feb 14 saul young knoxvill news sentinel associ press"
{ "$oid" : "515edf9fdcd7f3713e00009c" }," photojournalist 25 profession amateur camera reveal increas rapid pace field photojourn harder place live young photograph pursu career visual storytel despit market transit studi craft univers carv path build portfolio luxuri time explor intim stori relev issu develop person vision pressur 24 hour news cycl photograph learn imag shout whisper cover issu pocket time poss deep affect peopl common goal build better understand futur photojourn uncertain generat photograph will hand write rulebook imag student photojourn photograph age 25 featur imag peak moment captur eager eye person vision intim glimps long term project topic matter photograph communiti tamir kalifa editor note tamir kalifa boston globe summer photographi intern 2012 offer opportun creat big pictur post chose theme photojournalist 25 search intern photographi school colleg photograph year contest eddi adam workshop facebook group sourc result yield fantast pictur incomplet occas post solicit photograph photojournalist 25 post hope attract photograph europ north america photojournalist 25 display work big pictur post pictur facebook full caption ll gather best submiss publish post year 25 contribut big pictur ll theme futur reader post lane turner 40 photo total man pilot boat flock bird gang river citi varanasi india zach gibson"
{ "$oid" : "515edfa0dcd7f3713e00009d" }," nation archiv search seventi search seventi take 1970s remark color photograph feder photographi project call project documerica 1971 1977 creat environment protect agenc epa documerica born decad environment awaken produc strike photograph era environment problem achiev draw inspir depress era farm secur administr photographi project project photograph creat portrait america earli mid 1970s document small midwestern town barrio southwest coal mine communiti appalachia assign vari african american life chicago urban renew kansa citi commut washington dc migrant farm worker colorado exhibit featur 90 imag project open march 8 2013 nation archiv washington run septemb 8 2013 small sampl collect digit nation archiv paula nelson note caption provid 30 photo total children play yard ruston tacoma smelter stack shower area arsenic lead residu ruston washington august 1972 gene daniel nation archiv record environment protect agenc"
